Folder,Form,RecordPosition,AuditAction,error
Outpatient FUP 4/Day 16 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,13.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,14.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,15.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,16.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,17.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,18.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,19.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,20.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,21.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,22.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,23.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,24.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,13.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,14.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,15.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,16.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,17.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,18.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,19.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,20.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,21.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,22.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,23.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,24.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,25.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,26.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,27.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,28.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,29.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,30.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Protocol Deviation,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Protocol Deviation,,3.0,Record inactivated with code reason code Not Done.,None is not of type 'string'
Screening,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medication_General (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Concomitant Medications,,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
EOS Part B (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
EOS Part B (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 1/Day 2 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient FUP 2/Day 3 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Inpatient Treatment/Day 1 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Medical History,,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,13.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,14.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,15.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,16.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,17.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,18.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,19.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,20.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,21.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,22.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,23.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,24.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,25.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,26.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,27.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,28.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,29.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,30.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 1/Day 4 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,13.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,14.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,15.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,16.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,17.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,18.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,19.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,20.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,21.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,22.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,23.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,24.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,25.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,26.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,27.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,28.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,29.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,30.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 2/Day 8 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,19.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,20.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,21.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,22.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,23.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,24.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,25.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,26.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,27.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,28.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,29.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,30.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 3/Day 12 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,13.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,14.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,15.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,16.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,17.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,18.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,25.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,26.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,27.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,28.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,29.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,30.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 4/Day 16 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,2.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,3.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,4.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,5.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,6.0,Record inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,nan,Amendment Manager: DataPage Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,2.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,3.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,4.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,5.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,6.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,13.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,14.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,15.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,16.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,17.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,18.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,19.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,20.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,21.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,22.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,23.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,24.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 5/Day 22 (1),,1.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,nan,DataPage inactivated with code reason code Not Applicable.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,7.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,8.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,9.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,10.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,11.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,12.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,13.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,14.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,15.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,16.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,17.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,18.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,19.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,20.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,21.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,22.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,23.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
Outpatient FUP 6/Day 29 (1),,24.0,Amendment Manager: Record Inactivated.,None is not of type 'string'
